id,entity_type,name,terminal,category,description,location_text,source_type,source_name,source_query
shop_043,shop,Theobroma,T2,Confectionary,"Official CSMIA listing for Theobroma in Terminal 2. Category: Confectionary. Location: Level 3 , Post Secuirty Hold Area.","Level 3 , Post Secuirty Hold Area",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/shop-and-dine/shopping
shop_044,shop,Tresmode,T2,Footware,"Official CSMIA listing for Tresmode in Terminal 2. Category: Footware. Location: Level 3 , Post Secuirty Hold Area.","Level 3 , Post Secuirty Hold Area",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/shop-and-dine/shopping
shop_045,shop,Tribe,T2,Jewellary,"Official CSMIA listing for Tribe in Terminal 2. Category: Jewellary. Location: Level 3 , Post Secuirty Hold Area.","Level 3 , Post Secuirty Hold Area",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/shop-and-dine/shopping
shop_046,shop,Tynimo,T2,LifeStyle,"Official CSMIA listing for Tynimo in Terminal 2. Category: LifeStyle. Location: Level 3 , Post Secuirty Hold Area | Level 4 , Post Secuirty Hold Area.","Level 3 , Post Secuirty Hold Area | Level 4 , Post Secuirty Hold Area",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/shop-and-dine/shopping
service_001,service,Adani Lounge-Loyalty,T2,lounge,3 hours of Lounge Access prior to scheduled departure Self-Service Food & Beverage Buffet Business Centre Services Free Wi-Fi Premium selection of Alcohol (Chargeable) SPA Services (Chargeable),"CSMI Airport, Terminal-2, Domestic Departure, Level-3",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/airport-services/lounges
service_002,service,Adani Lounge-Business Class L3( Airline),T2,lounge,3 hours of Lounge Access prior to scheduled departure Self-Service Food & Beverage Buffet Business Centre Services Free Wi-Fi Premium selection of Alcohol (Chargeable) SPA Services (Chargeable),"CSMI Airport, Terminal-2, Domestic Departure, Level-3",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/airport-services/lounges
service_003,service,AMEX,T2,lounge,Hot and Cold à la carte Buffet menu with Jain menu options Complimentary Bar with cocktails and mocktails Free Wi-Fi Phone calls Printing,"Terminal 2 Domestic, Level 3, Near Gate 65, Opposite Burger King.",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/airport-services/lounges
service_004,service,Aviserv Lounge West,T2,lounge,"Experience the luxury of travelling at airports with our plush lounges,business centers, one-of-its kind sleeping pods, buffets and other à la Carte services. Immerse yourself in a world of tranquil oasis at the airport like never before.","CSMI Airport, Terminal-2, Arrivals, Nr. Arrival Gate No A, Level-2 West Side",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/airport-services/lounges
service_005,service,Aviserv Lounge East,T2,lounge,"Experience the luxury of travelling at airports with our plush lounges,business centers, one-of-its kind sleeping pods, buffets and other à la Carte services. Immerse yourself in a world of tranquil oasis at the airport like never before.","CSMI Airport, Terminal-2, Arrivals, Nr. Arrival Gate No C, Level-2 East Side",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/airport-services/lounges
service_006,service,Adani Lounge Loyalty,T2,lounge,4 hours of Lounge Access prior to departure Self Service Food & Beverage Buffet Business Centre Services Free Wi-Fi Open Bar Services 15-minute Complimentary Foot Massage subject to availability,"CSMI Airport, Terminal-2, International Departure, Level-4",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/airport-services/lounges
service_007,service,Adani Lounge Loyalty (1st Class & Premium business),T2,lounge,4 hours of Lounge Access prior to scheduled departure Self Service Food & Beverage Buffet Business Centre Services Free Wi-Fi Open Bar Services 15-minute Complimentary Foot Massage subject to availability,"CSMI Airport, Terminal-2, International Departure, Level-4",official,csmia_adani_airports,https://csmia-mumbai.adaniairports.com/en/airport-services/lounges
